,eurogrid_0250_1,populacja_razem,populacja_lokale,populacja_k_razem,populacja_m_razem,populacja_00_04,populacja_05_09,populacja_10_14,populacja_15_19,populacja_20_24,populacja_25_29,populacja_30_34,populacja_35_39,populacja_40_44,populacja_45_49,populacja_50_54,populacja_55_59,populacja_60_64,populacja_65_69,populacja_70_74,populacja_75_99,msw_2012_lokale,msw_2013_lokale,msw_2014_lokale,msw_2015_lokale,msw_2016_lokale,msw_2012_popul_razem,msw_2013_popul_razem,msw_2014_popul_razem,msw_2015_popul_razem,msw_2016_popul_razem,budynki_all,budynki_mieszkalne,eurogrid_0250_2,krs_razem,krs_spolki,ceidg_razem,ceidg_aktywne,ceidg_nieaktywne,ceidg_aktywne_pkd_a,ceidg_aktywne_pkd_b,ceidg_aktywne_pkd_c,ceidg_aktywne_pkd_d,ceidg_aktywne_pkd_e,ceidg_aktywne_pkd_f,ceidg_aktywne_pkd_g,ceidg_aktywne_pkd_h,ceidg_aktywne_pkd_i,ceidg_aktywne_pkd_j,ceidg_aktywne_pkd_k,ceidg_aktywne_pkd_l,ceidg_aktywne_pkd_m,ceidg_aktywne_pkd_n,ceidg_aktywne_pkd_o,ceidg_aktywne_pkd_p,ceidg_aktywne_pkd_q,ceidg_aktywne_pkd_r,ceidg_aktywne_pkd_s,ceidg_aktywne_pkd_t,ceidg_aktywne_pkd_u,ceidg_aktywne_rok_zal_2016,ceidg_aktywne_rok_zal_2015,ceidg_aktywne_rok_zal_2014,ceidg_aktywne_rok_zal_2013,ceidg_aktywne_rok_zal_2012,ceidg_aktywne_rok_zal_2011,ceidg_aktywne_rok_zal_2010,ceidg_aktywne_rok_zal_2009,ceidg_aktywne_rok_zal_2008,ceidg_aktywne_rok_zal_2007,ceidg_aktywne_rok_zal_2006,ceidg_aktywne_rok_zal_2005,ceidg_aktywne_rok_zal_2004,ceidg_aktywne_rok_zal_2003,ceidg_aktywne_rok_zal_2002,ceidg_aktywne_rok_zal_2001,ceidg_aktywne_rok_zal_2000,ceidg_aktywne_rok_zal_1999,eurogrid_0250_3,dochod_bud_pra,eurogrid_0250_4,kod_pocztowy,nazwa_miejsc,kod_miejsc,nazwa_cz_miejsc,kod_cz_miejsc,kod_gminy,kod_gminy_distr,nazwa_woj,nazwa_pow,nazwa_gmi,segment_gminy,populacja_razem_agr,populacja_lokale_agr,Dzieci_agr,Niepelnoletni_agr,Dorosli_agr,Emeryci_agr,populacja_k_razem_agr,populacja_m_razem_agr,msw_2012_popul_razem_agr,msw_2013_popul_razem_agr,msw_2014_popul_razem_agr,msw_2015_popul_razem_agr,msw_2016_popul_razem_agr,budynki_mieszkalne_agr,budynki_all_agr,ceidg_aktywne_agr,dochod_bud_pra_agr,dochod_pop_agr,grid_x,Bank_agr,Bankomat_agr,Centra Handlowe_agr,Fast Food_agr,Hazard_agr,Hotel_agr,Kociół_agr,Przedszkola i punkty przedszkolne_agr,Przystanek autobusowy_agr,Przystanek tramwajowy_agr,Restauracja_agr,Rozrywka Inne_agr,Rozrywka Sport_agr,Sklep_agr,Szkoły podstawowe_agr,Usługi Medyczne_agr,Warsztat samochodowy_agr,Wypożyczalnia Rowerów_agr,Zakład Karny_agr,grid_y,Bank,Bankomat,Centra Handlowe,Fast Food,Hazard,Hotel,Kociół,Przedszkola i punkty przedszkolne,Przystanek autobusowy,Przystanek tramwajowy,Restauracja,Rozrywka Inne,Rozrywka Sport,Sklep,Szkoły podstawowe,Usługi Medyczne,Warsztat samochodowy,Wypożyczalnia Rowerów,Zakład Karny,grid,eurogrid_0250,dist,populacja_razem_suma,populacja_lokale_suma,populacja_k_razem_suma,populacja_m_razem_suma,msw_2012_popul_razem_suma,msw_2013_popul_razem_suma,msw_2014_popul_razem_suma,msw_2015_popul_razem_suma,msw_2016_popul_razem_suma,budynki_all_suma,budynki_mieszkalne_suma,ceidg_aktywne_suma,dochod_bud_pra_suma,Bank_suma,Bankomat_suma,Centra Handlowe_suma,Fast Food_suma,Hazard_suma,Hotel_suma,Kociół_suma,Przedszkola i punkty przedszkolne_suma,Przystanek autobusowy_suma,Przystanek tramwajowy_suma,Restauracja_suma,Rozrywka Inne_suma,Rozrywka Sport_suma,Sklep_suma,Szkoły podstawowe_suma,Usługi Medyczne_suma,Warsztat samochodowy_suma,Wypożyczalnia Rowerów_suma,Zakład Karny_suma,przystanki,stosunek_dzieci
1391,1kmN3038E5034_23,55,24,30,25,2,4,1,3,6,2,8,3,2,1,4,4,8,3,1,3,11,11,12,22,24,39,40,40,53,55,12,9,1kmN3038E5034_23,0,0,8,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1kmN3038E5034_23,5181,1kmN3038E5034_23,30-663,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,440,192,48,32,304,56,240,200,312,320,320,424,440,72,96,40,41448,2279640,1kmN3038E5034_23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1kmN3038E5034_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5034_23,1kmN3038E5034_23,6356.102481289438,495,216,270,225,351,360,360,477,495,108,81,45,46629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.15789473684210525
1392,1kmN3038E5034_24,78,26,45,33,6,4,2,1,6,8,11,6,3,6,3,11,3,2,1,5,21,20,20,25,26,79,80,78,78,78,15,14,1kmN3038E5034_24,1,1,12,8,4,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1kmN3038E5034_24,4954,1kmN3038E5034_24,30-811,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,624,208,80,24,456,64,360,264,632,640,624,624,624,112,120,64,39632,3091296,1kmN3038E5034_24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,1kmN3038E5034_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3038E5034_24,6180.697025576595,702,234,405,297,711,720,702,702,702,135,126,72,44586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17543859649122806
1393,1kmN3038E5034_31,47,21,24,23,6,2,0,1,1,3,5,6,2,3,4,5,4,1,2,2,18,18,18,19,21,49,47,45,44,47,22,13,1kmN3038E5034_31,5,4,34,16,15,0,0,1,0,0,0,8,1,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,3,2,1,1,1,0,0,0,0,0,0,2,0,0,0,4,1kmN3038E5034_31,5180,1kmN3038E5034_31,30-814,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,376,168,64,8,264,40,192,184,392,376,360,352,376,104,176,128,41440,1947680,1kmN3038E5034_31,1.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,0.0,0.0,1kmN3038E5034_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1kmN3038E5034_31,1kmN3038E5034_31,5998.876233617615,423,189,216,207,441,423,405,396,423,198,117,144,46620,1.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,15.0,0.0,1.0,0.0,8.0,0.24242424242424243
1394,1kmN3038E5034_32,145,69,74,71,15,8,7,5,6,37,28,7,7,5,6,8,4,2,0,0,16,16,15,30,69,38,38,37,65,145,15,6,1kmN3038E5034_32,4,4,12,7,5,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1kmN3038E5034_32,4899,1kmN3038E5034_32,30-668,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1160,552,184,96,864,16,592,568,304,304,296,520,1160,48,120,56,39192,5682840,1kmN3038E5034_32,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,1kmN3038E5034_32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5034_32,1kmN3038E5034_32,6179.4332409769995,1305,621,666,639,342,342,333,585,1305,135,54,63,44091,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,8.0,0.21296296296296297
1395,1kmN3038E5034_33,2199,915,1265,934,98,86,77,79,101,194,214,144,153,133,169,158,139,105,79,270,880,862,851,860,864,2302,2238,2210,2165,2109,28,12,1kmN3038E5034_33,10,6,216,117,96,0,0,6,0,0,17,40,16,3,4,1,2,7,3,0,1,11,1,4,0,0,1,19,10,11,5,4,1,8,8,3,1,2,3,5,2,2,4,28,1kmN3038E5034_33,4931,1kmN3038E5034_33,30-670,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,17592,7320,1472,1248,11240,3632,10120,7472,18416,17904,17680,17320,16872,96,224,936,39448,86746152,1kmN3038E5034_33,1.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1kmN3038E5034_33,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1kmN3038E5034_33,1kmN3038E5034_33,6008.210841925723,19791,8235,11385,8406,20718,20142,19890,19485,18981,252,108,1053,44379,2.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,14.0,0.0,1.0,0.0,4.0,0.1309608540925267
1396,1kmN3038E5034_34,817,357,463,354,27,21,23,24,37,73,64,52,36,55,52,51,44,72,76,110,338,335,329,334,336,829,803,787,788,785,36,30,1kmN3038E5034_34,5,4,67,33,31,0,0,4,0,0,5,7,5,2,2,0,0,3,3,0,0,1,0,1,0,0,1,2,4,1,1,1,0,1,3,0,0,1,1,1,2,2,1,11,1kmN3038E5034_34,4990,1kmN3038E5034_34,30-663,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,6536,2856,384,376,3712,2064,3704,2832,6632,6424,6296,6304,6280,240,288,264,39920,32614640,1kmN3038E5034_34,3.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,18.0,0.0,1.0,0.0,1kmN3038E5034_34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5034_34,1kmN3038E5034_34,5822.358888393862,7353,3213,4167,3186,7461,7227,7083,7092,7065,324,270,297,44910,3.0,5.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,18.0,0.0,1.0,0.0,7.0,0.10344827586206896
1397,1kmN3038E5034_41,248,90,133,115,10,13,10,21,12,17,19,17,15,14,21,16,13,19,9,22,84,86,83,81,80,242,238,234,235,228,61,53,1kmN3038E5034_41,1,0,43,25,18,0,0,4,0,1,4,7,1,1,2,0,0,4,1,0,0,0,0,0,0,0,1,0,4,3,1,0,0,2,1,1,0,1,2,0,1,0,0,8,1kmN3038E5034_41,5167,1kmN3038E5034_41,30-818,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1984,720,184,248,1152,400,1064,920,1936,1904,1872,1880,1824,424,488,200,41336,10251328,1kmN3038E5034_41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1kmN3038E5034_41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1kmN3038E5034_41,1kmN3038E5034_41,5654.198088641618,2232,810,1197,1035,2178,2142,2106,2115,2052,549,477,225,46503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.1597222222222222
1398,1kmN3038E5034_42,223,76,111,112,8,9,4,10,16,14,19,18,17,10,10,13,13,24,14,24,73,73,73,73,76,231,229,230,228,223,56,49,1kmN3038E5034_42,7,5,45,29,13,0,0,3,0,0,2,10,4,0,1,0,2,2,1,0,0,3,0,1,0,0,0,4,4,4,0,1,3,0,2,1,1,0,1,0,0,0,2,6,1kmN3038E5034_42,4986,1kmN3038E5034_42,30-819,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1784,608,136,112,1040,496,888,896,1848,1832,1840,1824,1784,392,448,232,39888,8895024,1kmN3038E5034_42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1kmN3038E5034_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1kmN3038E5034_42,1kmN3038E5034_42,5823.633086026181,2007,684,999,1008,2079,2061,2070,2052,2007,504,441,261,44874,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,0.13076923076923078
1399,1kmN3038E5034_43,257,79,137,120,16,15,16,15,6,14,26,20,25,12,20,8,21,15,12,16,68,65,65,68,73,220,225,230,238,245,55,53,1kmN3038E5034_43,12,10,31,20,11,0,0,2,0,0,0,5,1,0,3,0,0,2,0,0,1,6,0,0,0,0,0,1,2,0,1,3,1,1,1,0,3,0,1,0,0,0,0,6,1kmN3038E5034_43,5241,1kmN3038E5034_43,30-820,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,2056,632,248,248,1216,344,1096,960,1760,1800,1840,1904,1960,424,440,160,41928,10775496,1kmN3038E5034_43,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,1kmN3038E5034_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3038E5034_43,5641.648150534077,2313,711,1233,1080,1980,2025,2070,2142,2205,495,477,180,47169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20394736842105263
1400,1kmN3038E5034_44,637,251,341,296,26,29,17,12,19,31,58,57,65,31,24,32,61,85,35,55,239,238,233,235,239,650,644,631,631,626,66,61,1kmN3038E5034_44,10,8,80,51,22,0,0,4,0,0,4,7,11,0,4,1,1,4,1,0,2,11,0,1,0,0,1,2,4,3,0,1,2,3,1,5,2,3,0,3,2,0,3,16,1kmN3038E5034_44,4868,1kmN3038E5034_44,30-818,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,5096,2008,440,232,3024,1400,2728,2368,5200,5152,5048,5048,5008,488,528,408,38944,24807328,1kmN3038E5034_44,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1kmN3038E5034_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3038E5034_44,5466.588706999651,5733,2259,3069,2664,5850,5796,5679,5679,5634,594,549,459,43812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1455026455026455
1401,1kmN3038E5035_11,51,15,28,23,5,3,1,0,2,4,2,3,2,8,4,3,3,1,3,7,14,14,14,14,15,45,46,49,50,51,15,14,1kmN3038E5035_11,0,0,9,5,3,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1kmN3038E5035_11,5036,1kmN3038E5035_11,30-856,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,408,120,64,8,248,88,224,184,360,368,392,400,408,112,120,40,40288,2054688,1kmN3038E5035_11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5035_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3038E5035_11,6868.256850259257,459,135,252,207,405,414,441,450,459,135,126,45,45324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25806451612903225
1402,1kmN3038E5035_12,23,7,12,11,1,2,0,2,1,1,6,1,1,1,0,3,3,0,1,0,6,6,6,6,7,20,21,21,22,23,8,6,1kmN3038E5035_12,0,0,6,5,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1kmN3038E5035_12,5442,1kmN3038E5035_12,30-836,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,184,56,24,16,136,8,96,88,160,168,168,176,184,48,64,40,43536,1001328,1kmN3038E5035_12,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1kmN3038E5035_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1kmN3038E5035_12,7008.46280826878,207,63,108,99,180,189,189,198,207,72,54,45,48978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413
1403,1kmN3038E5035_13,942,380,507,435,31,40,37,38,41,42,51,86,96,55,34,42,72,110,76,91,371,366,366,364,377,984,964,950,943,945,12,6,1kmN3038E5035_13,3,3,85,49,36,0,0,2,0,0,5,15,9,1,0,6,0,6,2,0,1,1,1,0,0,0,0,6,1,3,2,2,1,0,4,1,1,0,1,4,1,2,2,18,1kmN3038E5035_13,4957,1kmN3038E5035_13,30-833,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,7536,3040,568,600,4152,2216,4056,3480,7872,7712,7600,7544,7560,48,96,392,39656,37355952,1kmN3038E5035_13,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1kmN3038E5035_13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5035_13,1kmN3038E5035_13,6801.834809676347,8478,3420,4563,3915,8856,8676,8550,8487,8505,108,54,441,44613,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13680154142581888
1404,1kmN3038E5035_14,149,42,75,74,18,6,3,2,12,17,11,10,6,7,8,11,15,7,3,13,43,40,40,41,42,135,138,147,148,149,35,33,1kmN3038E5035_14,0,0,19,15,4,0,0,2,0,0,1,3,3,0,3,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,1,1,0,2,1,0,0,0,0,3,1kmN3038E5035_14,4891,1kmN3038E5035_14,30-812,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,1192,336,192,40,776,184,600,592,1080,1104,1176,1184,1192,264,280,120,39128,5830072,1kmN3038E5035_14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5035_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5035_14,1kmN3038E5035_14,6657.289112910617,1341,378,675,666,1215,1242,1323,1332,1341,315,297,135,44019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24742268041237114
1405,1kmN3038E5035_21,1293,503,731,562,40,69,50,49,52,78,107,107,118,67,61,58,97,144,96,100,493,492,487,492,499,1350,1346,1331,1316,1297,7,5,1kmN3038E5035_21,0,0,99,54,43,0,0,6,0,0,9,14,9,2,1,3,0,5,1,0,1,3,0,0,0,0,2,4,6,8,0,4,3,2,2,2,2,1,0,1,0,3,1,13,1kmN3038E5035_21,4912,1kmN3038E5035_21,30-836,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,10344,4024,872,792,5960,2720,5848,4496,10800,10768,10648,10528,10376,40,56,432,39296,50809728,1kmN3038E5035_21,3.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,1.0,4.0,1.0,6.0,0.0,1.0,0.0,1kmN3038E5035_21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1kmN3038E5035_21,1kmN3038E5035_21,7154.8038002447465,11637,4527,6579,5058,12150,12114,11979,11844,11673,63,45,486,44208,3.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,0.0,1.0,0.0,8.0,0.14630872483221477
1406,1kmN3038E5035_22,1465,487,797,668,92,65,76,67,68,102,123,131,146,109,77,71,83,114,62,79,436,443,449,467,482,1492,1479,1476,1472,1470,15,7,1kmN3038E5035_22,6,6,172,102,66,1,0,11,0,1,7,32,13,1,5,3,1,10,2,0,4,6,0,2,0,0,3,8,7,7,4,5,7,5,5,6,0,2,2,5,3,1,4,28,1kmN3038E5035_22,5094,1kmN3038E5035_22,30-836,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,11720,3896,1256,1144,7280,2040,6376,5344,11936,11832,11808,11776,11760,56,120,816,40752,59701680,1kmN3038E5035_22,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,1kmN3038E5035_22,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1kmN3038E5035_22,1kmN3038E5035_22,7306.911080206959,13185,4383,7173,6012,13428,13311,13284,13248,13230,135,63,918,45846,3.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,3.0,6.0,4.0,7.0,0.0,1.0,0.0,8.0,0.17252747252747253
1407,1kmN3038E5035_23,1202,411,659,543,44,52,51,65,54,65,84,87,119,86,75,59,81,118,57,105,389,389,383,390,406,1299,1267,1231,1208,1207,7,5,1kmN3038E5035_23,5,3,109,61,47,0,0,6,0,3,10,7,14,0,2,1,1,6,5,0,1,2,1,1,0,0,1,7,3,5,5,5,2,3,4,1,1,2,0,0,2,0,1,19,1kmN3038E5035_23,4722,1kmN3038E5035_23,30-835,KRAKÓW,950463,KRAKÓW-PODGÓRZE,950960,1261011,1261049,MAŁOPOLSKIE,KRAKÓW,KRAKÓW-PODGÓRZE,A1,9616,3288,768,928,5680,2240,5272,4344,10392,10136,9848,9664,9656,40,56,488,37776,45406752,1kmN3038E5035_23,3.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,3.0,5.0,4.0,3.0,0.0,1.0,0.0,1kmN3038E5035_23,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1kmN3038E5035_23,1kmN3038E5035_23,7108.943282109554,10818,3699,5931,4887,11691,11403,11079,10872,10863,63,45,549,42498,3.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,3.0,0.0,1.0,3.0,5.0,4.0,7.0,0.0,1.0,0.0,7.0,0.1352112676056338
